annual_collision_p,acpl,f_rem_risk,f_res_risk,f_risk_red,false_alarm_rate,man_rate,rem_risk,res_risk,risk_red,sma,d_ref,scaling_factor
0.004625,6e-08,0.698569,0.0,1.0,0.999982,75.4967,0.00323075,0.0,0.00139407,6978.137,0.3,1.0
0.004625,4.6e-07,0.700795,0.00705144,0.992949,0.999939,22.8488,0.00324105,9.82686e-06,0.00138377,6978.137,0.3,1.0
0.004625,3.6e-06,0.704118,0.01808,0.98192,0.99982,7.61663,0.00325642,2.51963e-05,0.0013684,6978.137,0.3,1.0
0.004625,2.8e-05,0.716193,0.0581538,0.941846,0.999428,2.29522,0.00331227,8.1043e-05,0.00131255,6978.137,0.3,1.0
0.004625,0.00022,0.740554,0.138997,0.861003,0.998393,0.746636,0.00342493,0.000193706,0.00119989,6978.137,0.3,1.0
0.004625,0.0017,0.828894,0.432164,0.567836,0.993865,0.128994,0.00383349,0.000602263,0.000791334,6978.137,0.3,1.0
0.004625,0.013,0.944801,0.816815,0.183185,0.969552,0.00838445,0.00436953,0.00113831,0.000255286,6978.137,0.3,1.0
0.004625,0.1,0.98605,0.953704,0.0462963,0.827754,0.000374572,0.0045603,0.00132908,6.45184e-05,6978.137,0.3,1.0
0.008832,1e-09,0.782627,0.0,1.0,0.999981,99.6283,0.00691183,0.0,0.00191975,7078.137,0.3,1.0
0.008832,7.7e-09,0.782637,0.0,1.0,0.999973,71.4951,0.00691192,0.0,0.00191965,7078.137,0.3,1.0
0.008832,6e-08,0.782719,0.0,1.0,0.999956,43.1987,0.00691264,0.0,0.00191893,7078.137,0.3,1.0
0.008832,4.6e-07,0.783339,0.00274149,0.997259,0.999874,15.2174,0.00691811,5.26015e-06,0.00191346,7078.137,0.3,1.0
0.008832,3.6e-06,0.78442,0.00771693,0.992283,0.999698,6.30051,0.00692766,1.48066e-05,0.00190391,7078.137,0.3,1.0
0.008832,2.8e-05,0.789005,0.0288198,0.97118,0.999272,2.55908,0.00696815,5.5297e-05,0.00186342,7078.137,0.3,1.0
0.008832,0.00022,0.802441,0.0906658,0.909334,0.99843,1.11106,0.00708682,0.000173962,0.00174476,7078.137,0.3,1.0
0.008832,0.0017,0.872524,0.413247,0.586753,0.994224,0.194905,0.00770576,0.000792905,0.00112581,7078.137,0.3,1.0
0.008832,0.013,0.96395,0.834068,0.165932,0.975591,0.0130432,0.0085132,0.00160034,0.000318377,7078.137,0.3,1.0
0.008832,0.1,0.994085,0.972776,0.0272242,0.83378,0.000314256,0.00877934,0.00186648,5.22356e-05,7078.137,0.3,1.0
0.01339,1e-09,0.834358,0.0,1.0,0.999968,68.7888,0.0111715,0.0,0.00221783,7178.137,0.3,1.0
0.01339,7.7e-09,0.834363,0.0,1.0,0.999956,50.1805,0.0111716,0.0,0.00221777,7178.137,0.3,1.0
